Date,Forecast_Temp_Weighted
2021-02-01,15.3
2021-02-02,15.364285714285714
2021-02-03,15.5375
2021-02-04,15.80172193877551
2021-02-05,15.955660076530611
2021-02-06,15.905164108053935
2021-02-07,15.800770573296283
2021-02-08,15.773665650990148
2021-02-09,15.800471263346894
2021-02-10,15.817061648400326
2021-02-11,15.822221574393502
2021-02-12,15.818687137299245
2021-02-13,15.813536961087925
2021-02-14,15.811991131510608
2021-02-15,15.813331242644892
2021-02-16,15.814605647340805
2021-02-17,15.814782024937314
2021-02-18,15.814497697504596
2021-02-19,15.814223703337376
2021-02-20,15.814157063374385
2021-02-21,15.81423317177643
2021-02-22,15.81430616076875
2021-02-23,15.814317324142516
2021-02-24,15.814296459855301
2021-02-25,15.814280676753363
2021-02-26,15.814278289486014
2021-02-27,15.81428305614294
2021-02-28,15.81428706495879
2021-03-01,15.81428757623687
2021-03-02,15.814286290577956
2021-03-03,15.814285347237595
2021-03-04,15.814285276403737
2021-03-05,15.814285584740615
2021-03-06,15.814285805888488
2021-03-07,15.81428582177852
2021-03-08,15.814285743435862
2021-03-09,15.814285689906836
2021-03-10,15.814285688452731
2021-03-11,15.814285708087642
2021-03-12,15.814285720445021
2021-03-13,15.814285720474468
2021-03-14,15.814285715664688
2021-03-15,15.814285712702965
2021-03-16,15.81428571279059
2021-03-17,15.814285713997723
2021-03-18,15.814285714689365
2021-03-19,15.814285714641596
2021-03-20,15.81428571434611
2021-03-21,15.814285714184013
2021-03-22,15.814285714200267
2021-03-23,15.814285714273465
2021-03-24,15.814285714311486
2021-03-25,15.814285714306052
2021-03-26,15.814285714288054
2021-03-27,15.814285714279247
2021-03-28,15.814285714280864
2021-03-29,15.814285714285273
2021-03-30,15.814285714287326
2021-03-31,15.814285714286857
2021-04-01,15.814285714285774
2021-04-02,15.814285714285301
2021-04-03,15.814285714285436
2021-04-04,15.814285714285695
2021-04-05,15.814285714285806
2021-04-06,15.81428571428577
2021-04-07,15.814285714285706
2021-04-08,15.814285714285681
2021-04-09,15.81428571428569
2021-04-10,15.814285714285706
2021-04-11,15.81428571428571
2021-04-12,15.814285714285708
2021-04-13,15.814285714285704
2021-04-14,15.814285714285703
2021-04-15,15.814285714285703
2021-04-16,15.814285714285704
2021-04-17,15.814285714285704
2021-04-18,15.814285714285703
2021-04-19,15.814285714285703
2021-04-20,15.814285714285703
2021-04-21,15.814285714285703
2021-04-22,15.8142857142857
2021-04-23,15.8142857142857
2021-04-24,15.8142857142857
2021-04-25,15.8142857142857
2021-04-26,15.8142857142857
2021-04-27,15.8142857142857
2021-04-28,15.8142857142857
2021-04-29,15.8142857142857
2021-04-30,15.8142857142857
2021-05-01,15.8142857142857
2021-05-02,15.8142857142857
2021-05-03,15.8142857142857
2021-05-04,15.8142857142857
2021-05-05,15.8142857142857
2021-05-06,15.8142857142857
2021-05-07,15.8142857142857
2021-05-08,15.8142857142857
2021-05-09,15.8142857142857
2021-05-10,15.8142857142857
2021-05-11,15.8142857142857
2021-05-12,15.8142857142857
2021-05-13,15.8142857142857
2021-05-14,15.8142857142857
