Date,Forecast_Temp_Weighted
2022-02-01,10.99642857142857
2022-02-02,11.366964285714285
2022-02-03,11.555261479591834
2022-02-04,11.577527104591836
2022-02-05,11.574814082999271
2022-02-06,11.629368266558856
2022-02-07,11.598460493044076
2022-02-08,11.555205480916356
2022-02-09,11.57619169814799
2022-02-10,11.582468151491543
2022-02-11,11.582841310584062
2022-02-12,11.582336092596151
2022-02-13,11.581514777040113
2022-02-14,11.580219489395176
2022-02-15,11.580309433036103
2022-02-16,11.581073327003292
2022-02-17,11.581131624743719
2022-02-18,11.581030153031561
2022-02-19,11.580951046489501
2022-02-20,11.58091684751023
2022-02-21,11.580923564718521
2022-02-22,11.580953315854952
2022-02-23,11.580965359228227
2022-02-24,11.580957417629861
2022-02-25,11.580951346623873
2022-02-26,11.580949979549025
2022-02-27,11.580951085220025
2022-02-28,11.580952505413794
2022-03-01,11.580953057880652
2022-03-02,11.58095271486797
2022-03-03,11.58095229531548
2022-03-04,11.580952222459164
2022-03-05,11.58095231432857
2022-03-06,11.580952397885493
2022-03-07,11.580952418946666
2022-03-08,11.58095239839222
2022-03-09,11.580952375787275
2022-03-10,11.580952371084251
2022-03-11,11.580952377315498
2022-03-12,11.580952382398529
2022-03-13,11.580952383221733
2022-03-14,11.58095238181967
2022-03-15,11.580952380590794
2022-03-16,11.580952380380666
2022-03-17,11.580952380753768
2022-03-18,11.5809523810561
2022-03-19,11.580952381088672
2022-03-20,11.580952380995795
2022-03-21,11.58095238092648
2022-03-22,11.580952380919332
2022-03-23,11.5809523809423
2022-03-24,11.580952380959273
2022-03-25,11.580952380960433
2022-03-26,11.58095238095454
2022-03-27,11.580952380950595
2022-03-28,11.580952380950453
2022-03-29,11.580952380951889
2022-03-30,11.58095238095283
2022-03-31,11.58095238095284
2022-04-01,11.580952380952478
2022-04-02,11.580952380952258
2022-04-03,11.580952380952262
2022-04-04,11.58095238095235
2022-04-05,11.580952380952404
2022-04-06,11.580952380952402
2022-04-07,11.580952380952379
2022-04-08,11.580952380952365
2022-04-09,11.580952380952368
2022-04-10,11.580952380952374
2022-04-11,11.580952380952377
2022-04-12,11.580952380952375
2022-04-13,11.580952380952374
2022-04-14,11.580952380952374
2022-04-15,11.580952380952374
2022-04-16,11.580952380952374
2022-04-17,11.580952380952374
2022-04-18,11.580952380952374
2022-04-19,11.580952380952374
2022-04-20,11.580952380952374
2022-04-21,11.580952380952374
2022-04-22,11.580952380952374
2022-04-23,11.580952380952374
2022-04-24,11.580952380952374
2022-04-25,11.580952380952374
2022-04-26,11.580952380952374
2022-04-27,11.580952380952374
2022-04-28,11.580952380952374
2022-04-29,11.580952380952374
2022-04-30,11.580952380952374
2022-05-01,11.580952380952374
2022-05-02,11.580952380952374
2022-05-03,11.580952380952374
2022-05-04,11.580952380952374
2022-05-05,11.580952380952374
2022-05-06,11.580952380952374
2022-05-07,11.580952380952374
2022-05-08,11.580952380952374
2022-05-09,11.580952380952374
2022-05-10,11.580952380952374
2022-05-11,11.580952380952374
2022-05-12,11.580952380952374
2022-05-13,11.580952380952374
2022-05-14,11.580952380952374
2022-05-15,11.580952380952374
2022-05-16,11.580952380952374
2022-05-17,11.580952380952374
2022-05-18,11.580952380952374
2022-05-19,11.580952380952374
2022-05-20,11.580952380952374
2022-05-21,11.580952380952374
2022-05-22,11.580952380952374
2022-05-23,11.580952380952374
2022-05-24,11.580952380952374
2022-05-25,11.580952380952374
2022-05-26,11.580952380952374
2022-05-27,11.580952380952374
2022-05-28,11.580952380952374
2022-05-29,11.580952380952374
2022-05-30,11.580952380952374
2022-05-31,11.580952380952374
2022-06-01,11.580952380952374
2022-06-02,11.580952380952374
2022-06-03,11.580952380952374
2022-06-04,11.580952380952374
2022-06-05,11.580952380952374
2022-06-06,11.580952380952374
2022-06-07,11.580952380952374
2022-06-08,11.580952380952374
2022-06-09,11.580952380952374
2022-06-10,11.580952380952374
2022-06-11,11.580952380952374
2022-06-12,11.580952380952374
2022-06-13,11.580952380952374
2022-06-14,11.580952380952374
2022-06-15,11.580952380952374
2022-06-16,11.580952380952374
2022-06-17,11.580952380952374
2022-06-18,11.580952380952374
2022-06-19,11.580952380952374
2022-06-20,11.580952380952374
2022-06-21,11.580952380952374
2022-06-22,11.580952380952374
2022-06-23,11.580952380952374
2022-06-24,11.580952380952374
2022-06-25,11.580952380952374
2022-06-26,11.580952380952374
2022-06-27,11.580952380952374
2022-06-28,11.580952380952374
2022-06-29,11.580952380952374
2022-06-30,11.580952380952374
2022-07-01,11.580952380952374
2022-07-02,11.580952380952374
2022-07-03,11.580952380952374
2022-07-04,11.580952380952374
2022-07-05,11.580952380952374
2022-07-06,11.580952380952374
2022-07-07,11.580952380952374
2022-07-08,11.580952380952374
2022-07-09,11.580952380952374
2022-07-10,11.580952380952374
2022-07-11,11.580952380952374
2022-07-12,11.580952380952374
2022-07-13,11.580952380952374
2022-07-14,11.580952380952374
2022-07-15,11.580952380952374
2022-07-16,11.580952380952374
2022-07-17,11.580952380952374
2022-07-18,11.580952380952374
2022-07-19,11.580952380952374
2022-07-20,11.580952380952374
2022-07-21,11.580952380952374
2022-07-22,11.580952380952374
2022-07-23,11.580952380952374
2022-07-24,11.580952380952374
2022-07-25,11.580952380952374
2022-07-26,11.580952380952374
2022-07-27,11.580952380952374
2022-07-28,11.580952380952374
2022-07-29,11.580952380952374
2022-07-30,11.580952380952374
2022-07-31,11.580952380952374
2022-08-01,11.580952380952374
2022-08-02,11.580952380952374
2022-08-03,11.580952380952374
2022-08-04,11.580952380952374
2022-08-05,11.580952380952374
2022-08-06,11.580952380952374
2022-08-07,11.580952380952374
2022-08-08,11.580952380952374
2022-08-09,11.580952380952374
2022-08-10,11.580952380952374
2022-08-11,11.580952380952374
2022-08-12,11.580952380952374
2022-08-13,11.580952380952374
2022-08-14,11.580952380952374
2022-08-15,11.580952380952374
2022-08-16,11.580952380952374
2022-08-17,11.580952380952374
2022-08-18,11.580952380952374
2022-08-19,11.580952380952374
2022-08-20,11.580952380952374
2022-08-21,11.580952380952374
2022-08-22,11.580952380952374
2022-08-23,11.580952380952374
2022-08-24,11.580952380952374
2022-08-25,11.580952380952374
2022-08-26,11.580952380952374
2022-08-27,11.580952380952374
2022-08-28,11.580952380952374
2022-08-29,11.580952380952374
2022-08-30,11.580952380952374
2022-08-31,11.580952380952374
2022-09-01,11.580952380952374
2022-09-02,11.580952380952374
2022-09-03,11.580952380952374
2022-09-04,11.580952380952374
2022-09-05,11.580952380952374
2022-09-06,11.580952380952374
2022-09-07,11.580952380952374
2022-09-08,11.580952380952374
2022-09-09,11.580952380952374
2022-09-10,11.580952380952374
2022-09-11,11.580952380952374
2022-09-12,11.580952380952374
2022-09-13,11.580952380952374
2022-09-14,11.580952380952374
2022-09-15,11.580952380952374
2022-09-16,11.580952380952374
2022-09-17,11.580952380952374
2022-09-18,11.580952380952374
2022-09-19,11.580952380952374
2022-09-20,11.580952380952374
2022-09-21,11.580952380952374
2022-09-22,11.580952380952374
2022-09-23,11.580952380952374
2022-09-24,11.580952380952374
2022-09-25,11.580952380952374
2022-09-26,11.580952380952374
2022-09-27,11.580952380952374
2022-09-28,11.580952380952374
2022-09-29,11.580952380952374
2022-09-30,11.580952380952374
2022-10-01,11.580952380952374
2022-10-02,11.580952380952374
2022-10-03,11.580952380952374
2022-10-04,11.580952380952374
2022-10-05,11.580952380952374
2022-10-06,11.580952380952374
2022-10-07,11.580952380952374
2022-10-08,11.580952380952374
2022-10-09,11.580952380952374
2022-10-10,11.580952380952374
2022-10-11,11.580952380952374
2022-10-12,11.580952380952374
2022-10-13,11.580952380952374
2022-10-14,11.580952380952374
2022-10-15,11.580952380952374
2022-10-16,11.580952380952374
2022-10-17,11.580952380952374
2022-10-18,11.580952380952374
2022-10-19,11.580952380952374
2022-10-20,11.580952380952374
2022-10-21,11.580952380952374
2022-10-22,11.580952380952374
2022-10-23,11.580952380952374
2022-10-24,11.580952380952374
2022-10-25,11.580952380952374
2022-10-26,11.580952380952374
2022-10-27,11.580952380952374
2022-10-28,11.580952380952374
2022-10-29,11.580952380952374
2022-10-30,11.580952380952374
2022-10-31,11.580952380952374
2022-11-01,11.580952380952374
2022-11-02,11.580952380952374
2022-11-03,11.580952380952374
2022-11-04,11.580952380952374
2022-11-05,11.580952380952374
2022-11-06,11.580952380952374
2022-11-07,11.580952380952374
2022-11-08,11.580952380952374
2022-11-09,11.580952380952374
2022-11-10,11.580952380952374
2022-11-11,11.580952380952374
2022-11-12,11.580952380952374
2022-11-13,11.580952380952374
2022-11-14,11.580952380952374
2022-11-15,11.580952380952374
2022-11-16,11.580952380952374
2022-11-17,11.580952380952374
2022-11-18,11.580952380952374
2022-11-19,11.580952380952374
2022-11-20,11.580952380952374
2022-11-21,11.580952380952374
2022-11-22,11.580952380952374
2022-11-23,11.580952380952374
2022-11-24,11.580952380952374
2022-11-25,11.580952380952374
2022-11-26,11.580952380952374
2022-11-27,11.580952380952374
2022-11-28,11.580952380952374
2022-11-29,11.580952380952374
2022-11-30,11.580952380952374
2022-12-01,11.580952380952374
2022-12-02,11.580952380952374
2022-12-03,11.580952380952374
2022-12-04,11.580952380952374
2022-12-05,11.580952380952374
2022-12-06,11.580952380952374
2022-12-07,11.580952380952374
2022-12-08,11.580952380952374
2022-12-09,11.580952380952374
2022-12-10,11.580952380952374
2022-12-11,11.580952380952374
2022-12-12,11.580952380952374
2022-12-13,11.580952380952374
2022-12-14,11.580952380952374
2022-12-15,11.580952380952374
2022-12-16,11.580952380952374
2022-12-17,11.580952380952374
2022-12-18,11.580952380952374
2022-12-19,11.580952380952374
2022-12-20,11.580952380952374
2022-12-21,11.580952380952374
2022-12-22,11.580952380952374
2022-12-23,11.580952380952374
2022-12-24,11.580952380952374
2022-12-25,11.580952380952374
2022-12-26,11.580952380952374
2022-12-27,11.580952380952374
2022-12-28,11.580952380952374
2022-12-29,11.580952380952374
2022-12-30,11.580952380952374
2022-12-31,11.580952380952374
