Date,Actual Temperature,Forecasted Temperature (MAD)
2022-11-03,26.5,26.42515094515879
2022-11-04,24.9,25.05251509451588
2022-11-05,23.0,23.205251509451585
2022-11-06,19.5,19.87052515094516
2022-11-07,20.4,20.347052515094514
2022-11-08,20.5,20.48470525150945
2022-11-09,20.5,20.498470525150942
2022-11-10,20.4,20.409847052515094
2022-11-11,20.7,20.67098470525151
2022-11-12,16.3,16.73709847052515
2022-11-13,19.5,19.223709847052515
2022-11-14,18.9,18.932370984705248
2022-11-15,18.4,18.453237098470524
2022-11-16,21.5,21.195323709847052
2022-11-17,21.6,21.559532370984705
2022-11-18,23.0,22.85595323709847
2022-11-19,25.5,25.235595323709845
2022-11-20,22.0,22.323559532370986
2022-11-21,21.5,21.582355953237098
2022-11-22,20.0,20.15823559532371
2022-11-23,19.4,19.475823559532373
2022-11-24,19.0,19.04758235595324
2022-11-25,16.5,16.75475823559532
2022-11-26,15.5,15.625475823559533
2022-11-27,15.2,15.242547582355952
2022-11-28,14.1,14.214254758235594
2022-11-29,13.6,13.66142547582356
2022-11-30,13.3,13.336142547582357
2022-12-01,19.5,18.883614254758236
2022-12-02,17.8,17.908361425475825
2022-12-03,19.0,18.890836142547585
2022-12-04,16.3,16.55908361425476
2022-12-05,15.9,15.965908361425477
2022-12-06,15.7,15.726590836142547
2022-12-07,17.4,17.23265908361425
2022-12-08,18.7,18.553265908361425
2022-12-09,19.6,19.495326590836143
2022-12-10,19.0,19.049532659083617
2022-12-11,20.4,20.26495326590836
2022-12-12,18.9,19.036495326590835
2022-12-13,17.3,17.473649532659085
2022-12-14,14.4,14.707364953265909
2022-12-15,21.1,20.460736495326593
2022-12-16,21.8,21.66607364953266
2022-12-17,21.0,21.066607364953267
2022-12-18,19.5,19.656660736495326
2022-12-19,14.5,15.015666073649532
2022-12-20,11.2,11.581566607364953
2022-12-21,12.4,12.318156660736495
2022-12-22,13.4,13.29181566607365
2022-12-23,15.0,14.829181566607364
2022-12-24,16.1,15.972918156660738
2022-12-25,18.0,17.79729181566607
2022-12-26,17.6,17.61972918156661
2022-12-27,18.5,18.411972918156664
2022-12-28,17.3,17.411197291815668
2022-12-29,16.7,16.771119729181567
2022-12-30,17.3,17.247111972918155
2022-12-31,16.9,16.934711197291815
