Date,Forecast_Temp
2022-02-01,9.514285714285714
2022-02-02,10.402040816326531
2022-02-03,11.116618075801751
2022-02-04,11.176134943773429
2022-02-05,10.887011364312489
2022-02-06,11.185155844928559
2022-02-07,11.140178108489781
2022-02-08,10.774489266845464
2022-02-09,10.954518345782573
2022-02-10,11.033443707133435
2022-02-11,11.021561654466533
2022-02-12,10.99947975599412
2022-02-13,11.015546669091494
2022-02-14,10.991316786829056
2022-02-15,10.970050883734668
2022-02-16,10.997988257575983
2022-02-17,11.004198244975042
2022-02-18,11.000020321809558
2022-02-19,10.996942988572846
2022-02-20,10.99658059322695
2022-02-21,10.99387115381773
2022-02-22,10.994236063387541
2022-02-23,10.997691089052237
2022-02-24,10.997648636405987
2022-02-25,10.996712978038977
2022-02-26,10.996240500357468
2022-02-27,10.996140144898126
2022-02-28,10.996077223708294
2022-03-01,10.996392376549805
2022-03-02,10.99670042128727
2022-03-03,10.996558897320847
2022-03-04,10.996403220308684
2022-03-05,10.996358969204357
2022-03-06,10.99637589332534
2022-03-07,10.996409571672086
2022-03-08,10.996457049952628
2022-03-09,10.996466289010174
2022-03-10,10.996432841542017
2022-03-11,10.996414833573612
2022-03-12,10.996416492611457
2022-03-13,10.996424710241044
2022-03-14,10.996431684086145
2022-03-15,10.996434843002442
2022-03-16,10.996431670580986
2022-03-17,10.996426725091101
2022-03-18,10.996425851312397
2022-03-19,10.996427425275082
2022-03-20,10.99642898708417
2022-03-21,10.996429598061761
2022-03-22,10.996429300058278
2022-03-23,10.99642850820911
2022-03-24,10.9964280564417
2022-03-25,10.996428246634641
2022-03-26,10.996428588823534
2022-03-27,10.996428755044741
2022-03-28,10.996428721896255
2022-03-29,10.996428596729752
2022-03-30,10.996428496254248
2022-03-31,10.99642849454641
2022-04-01,10.996428557132797
2022-04-02,10.996428601489677
2022-04-03,10.996428603299126
2022-04-04,10.99642858162118
2022-04-05,10.996428561581883
2022-04-06,10.996428556560758
2022-04-07,10.996428565175977
2022-04-08,10.996428575265913
2022-04-09,10.99642857785636
2022-04-10,10.996428574480172
2022-04-11,10.996428570363179
2022-04-12,10.996428568754894
2022-04-13,10.996428569779606
2022-04-14,10.996428571668014
2022-04-15,10.996428572595448
2022-04-16,10.996428572213954
2022-04-17,10.996428571407893
2022-04-18,10.996428570968998
2022-04-19,10.996428571055544
2022-04-20,10.99642857138421
2022-04-21,10.996428571613437
2022-04-22,10.996428571605643
2022-04-23,10.996428571464241
2022-04-24,10.996428571357137
2022-04-25,10.996428571349886
2022-04-26,10.996428571404298
2022-04-27,10.996428571454121
2022-04-28,10.996428571464108
2022-04-29,10.996428571442776
2022-04-30,10.99642857141951
2022-05-01,10.99642857141312
2022-05-02,10.996428571421118
2022-05-03,10.996428571431293
2022-05-04,10.99642857143515
2022-05-05,10.99642857143244
2022-05-06,10.996428571427916
2022-05-07,10.996428571425794
2022-05-08,10.99642857142669
2022-05-09,10.996428571428629
2022-05-10,10.996428571429702
2022-05-11,10.996428571429474
2022-05-12,10.996428571428664
2022-05-13,10.996428571428124
2022-05-14,10.996428571428154
2022-05-15,10.996428571428492
2022-05-16,10.99642857142875
2022-05-17,10.996428571428766
2022-05-18,10.996428571428632
2022-05-19,10.996428571428513
2022-05-20,10.996428571428492
2022-05-21,10.996428571428542
2022-05-22,10.996428571428597
2022-05-23,10.996428571428613
2022-05-24,10.996428571428593
2022-05-25,10.996428571428568
2022-05-26,10.996428571428558
2022-05-27,10.996428571428565
