name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Thesalloniki,2021-01-01,15,4.9,8.7,15,1.8,7.3,3.4,71.1,0.193,100,4.17,rain,0,0,16.9,14.3,103.4,1015.6,15.7,10,101.3,8.5,5,,2021-01-01T07:52:11,2021-01-01T17:11:47,0.58,Rain,Clear conditions throughout the day with morning rain.,rain,"16606099999,16622099999,F4421,LGTS"
Thesalloniki,2021-01-02,12,2.9,7.6,12,0.9,7.1,4.4,81,0,0,0,,0,0,22.3,11.2,85.3,1020.4,45.1,9.9,72.5,6.2,4,,2021-01-02T07:52:17,2021-01-02T17:12:39,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16622099999,F4421,LGTS"
Thesalloniki,2021-01-03,15,10,11.8,15,10,11.8,10.8,93.8,10.787,100,8.33,rain,0,0,32.4,16.6,191.8,1017.6,78.3,7.4,84.7,7.3,5,,2021-01-03T07:52:20,2021-01-03T17:13:31,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16606099999,16622099999,F4421,LGTS"
Thesalloniki,2021-01-04,14,8,11.4,14,7.9,11.3,10.6,94.8,29.583,100,12.5,rain,0,0,53.6,25.9,100.6,1011,71.3,8.8,11,0.9,1,,2021-01-04T07:52:21,2021-01-04T17:14:26,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E3486,16606099999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-05,15,5,9,15,2.5,7.9,4.6,77.2,0.479,100,8.33,rain,0,0,26.6,11.2,111.8,1013.6,26.5,10,101.4,8.7,5,,2021-01-05T07:52:19,2021-01-05T17:15:21,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999,remote"
Thesalloniki,2021-01-06,17,8,11.2,17,6.4,10.7,7.1,76.3,0,0,0,,0,0,25.6,18.4,118.6,1018.4,41.2,10,56.8,4.9,3,,2021-01-06T07:52:16,2021-01-06T17:16:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-07,16,10,12.9,16,10,12.9,8.7,76.8,0.022,100,8.33,rain,0,0,34.6,18.4,123.2,1015.2,31.5,10,25.4,2.1,1,,2021-01-07T07:52:10,2021-01-07T17:17:17,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-08,19,10,15.8,19,10,15.8,10.1,71.2,0.051,100,12.5,rain,0,0,41.4,35.3,156.7,1009.6,52.2,10,65,5.6,5,,2021-01-08T07:52:02,2021-01-08T17:18:17,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E3486,16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-09,18,10.9,13.6,18,10.9,13.6,9.4,76.2,0.493,100,8.33,rain,0,0,30.6,29.3,330.5,1010.6,49.2,9.7,77,6.6,5,,2021-01-09T07:51:51,2021-01-09T17:19:18,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,remote"
Thesalloniki,2021-01-10,11,9,10.3,11,7.6,9.9,10.1,98.4,8.507,100,12.5,rain,0,0,38.2,17.8,259.5,1015.6,95,4.2,19.8,1.6,1,,2021-01-10T07:51:39,2021-01-10T17:20:20,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,AS453"
Thesalloniki,2021-01-11,17,9,12.2,17,8.6,12.2,11.3,94.7,12.592,100,16.67,rain,0,0,48.2,27.7,166.8,1012.2,79.9,6.9,19.9,1.7,1,,2021-01-11T07:51:24,2021-01-11T17:21:23,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-12,13,8,10.6,13,4.2,9,7.6,82.6,21.586,100,12.5,rain,0,0,38.9,36,325,1008,52.1,9.5,80.1,7,5,,2021-01-12T07:51:07,2021-01-12T17:22:27,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999,AS453"
Thesalloniki,2021-01-13,11,6.9,8.5,11,2.6,5.1,1,59.1,0,0,0,,0,0,42.5,37.1,334.5,1008.1,26.4,10,70.8,6,4,,2021-01-13T07:50:47,2021-01-13T17:23:32,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-14,8,3,5.9,7.4,-2.9,2.5,-3,54.2,0,0,0,,0,0.2,33.5,41.5,343.3,1010.8,32.8,9.9,67.5,5.8,4,,2021-01-14T07:50:26,2021-01-14T17:24:38,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-15,7,1,4.3,5.1,-3,0,-3.2,59.4,2.81,100,4.17,rain,0,1.7,55.4,39.7,331.7,1015.1,42,10,104.9,9,5,,2021-01-15T07:50:02,2021-01-15T17:25:45,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-16,3,1,1.7,2,-6.9,-4.1,-2,77.6,0.881,100,8.33,"rain,snow",1.8,2.3,70.6,52.1,336.1,1013.9,77.5,7,17.9,1.4,1,,2021-01-16T07:49:36,2021-01-16T17:26:53,0.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"16606099999,16618199999,16622099999,F4421,LGTS"
Thesalloniki,2021-01-17,3,-1,0.8,-1.3,-8.6,-5.2,-8,52.3,8.777,100,4.17,"rain,snow",0,1,44.6,50,333.8,1016.4,28.7,10,103.2,8.9,5,,2021-01-17T07:49:08,2021-01-17T17:28:02,0.13,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain or snow.,rain,"16606099999,16618199999,16622099999,F4421,LGTS"
Thesalloniki,2021-01-18,4,-5,-0.1,1.2,-9.3,-3.4,-7.6,59.3,0,0,0,,0,0.3,21.2,22.3,354.4,1021.7,9.3,10,101.2,8.7,5,,2021-01-18T07:48:38,2021-01-18T17:29:11,0.17,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-19,7,-0.2,2.7,2.3,-7.1,-2.4,-6.1,52.3,0,0,0,,0,0.3,46.4,38.9,332.5,1025.5,26,10,107.7,9.3,5,,2021-01-19T07:48:06,2021-01-19T17:30:21,0.2,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-20,9,-3.1,2,8.5,-6.7,0.2,-3,71.3,0,0,0,,0,0.3,18.2,9.4,110.4,1026.7,11.6,10,111.5,9.6,5,,2021-01-20T07:47:31,2021-01-20T17:31:31,0.25,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-21,10,-1.1,4.4,10,-3.7,3.2,1,78.9,0,0,0,,0,0.2,11.2,11,114.2,1026.1,49.7,10,79,6.8,4,,2021-01-21T07:46:55,2021-01-21T17:32:42,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-22,12.7,3.8,7.8,12.7,2.8,7.3,5.4,85.7,0,0,0,,0,0,20.2,10.9,104.7,1021.5,25.4,8.7,86.8,7.5,5,,2021-01-22T07:46:16,2021-01-22T17:33:54,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-23,15,7,11.8,15,5.8,11.4,8.5,81.2,0.342,100,4.17,rain,0,0,42.8,25.9,138.7,1012.7,37.9,10,40,3.5,2,,2021-01-23T07:45:36,2021-01-23T17:35:06,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16606099999,16618199999,16622099999,F4421,LGTS"
Thesalloniki,2021-01-24,16,5,11.9,16,2.1,11.5,6.5,71,0.075,100,4.17,rain,0,0,40.3,22.3,136.2,1007.2,43.4,10,57.1,4.9,4,,2021-01-24T07:44:53,2021-01-24T17:36:18,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-25,17,9,13.1,17,8.5,13,5.8,62.7,0.903,100,8.33,rain,0,0,52.6,33.5,161.8,1003.8,36,10,96.7,8.3,6,,2021-01-25T07:44:09,2021-01-25T17:37:31,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-26,16,4.9,10.2,16,-1.6,8.1,4.6,69.3,5.023,100,8.33,rain,0,0,71.1,53.3,42.2,1003.4,51.3,9.3,22.1,1.8,1,,2021-01-26T07:43:23,2021-01-26T17:38:44,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-27,7,3.9,5.2,1.6,-2.7,-0.9,-1.8,60.9,0,0,0,,0,0.3,74.2,55.4,329.7,1006.7,43.4,10,36.6,3.1,2,,2021-01-27T07:42:34,2021-01-27T17:39:58,0.46,Partially cloudy,Partly cloudy throughout the day.,wind,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-28,8,-1,4,4.3,-4.8,-0.6,-4.7,54.1,0,0,0,,0,0.1,59.4,44.6,336.1,1013.9,23.9,10,114,9.8,5,,2021-01-28T07:41:44,2021-01-28T17:41:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999,remote"
Thesalloniki,2021-01-29,11,-2,4.9,11,-6.4,3.8,-0.4,68.8,0,0,0,,0,0,15.6,13,94,1010.7,63.1,10,107.5,9.3,6,,2021-01-29T07:40:52,2021-01-29T17:42:25,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-30,14,5,8.9,14,3.7,7.8,4.6,76,3.968,100,12.5,rain,0,0,63.3,44.6,318.2,1001.9,42.3,9.9,88.4,7.6,5,,2021-01-30T07:39:59,2021-01-30T17:43:39,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-01-31,16,2.9,7.6,16,2.4,6.8,4.9,83.2,0,0,0,,0,0,31.3,16.2,190.1,1005.1,35.7,10,34.5,2.9,2,,2021-01-31T07:39:03,2021-01-31T17:44:53,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-01,17,9,12.8,17,7,12.5,8.5,76.8,1.564,100,8.33,rain,0,0,40.3,27.7,126.7,1002.6,39.2,9.9,97.3,8.4,6,,2021-02-01T07:38:06,2021-02-01T17:46:07,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-02,15,8,10.7,15,6.1,10.3,7.9,83.6,0,0,0,,0,0,15.1,11.2,19.2,1010.8,28.5,10,114.5,10,5,,2021-02-02T07:37:07,2021-02-02T17:47:21,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-03,16,4.9,9.7,16,3.3,9.2,7.1,84.3,0,0,0,,0,0,25.9,10.9,121.6,1016.7,37.3,10,128.6,11.1,6,,2021-02-03T07:36:07,2021-02-03T17:48:36,0.7,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-04,16,4.9,9.5,16,3.9,8.9,7.4,87.1,0,0,0,,0,0,20.5,11.2,113.2,1016.5,25.4,9.5,119.6,10.3,6,,2021-02-04T07:35:04,2021-02-04T17:49:50,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"E3486,16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-05,16.1,6,10.5,16.1,4,10,8.4,87.2,0,0,0,,0,0,18,12.8,102.6,1019.8,43.9,10,115.7,9.9,5,,2021-02-05T07:34:01,2021-02-05T17:51:04,0.77,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"E3486,16606099999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-06,14.1,8,11.3,14.1,6.8,11.1,9.6,89.3,0,0,0,,0,0,14.8,14.8,283.2,1017,64.7,7.9,110.4,9.4,6,,2021-02-06T07:32:55,2021-02-06T17:52:18,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-07,12,8,10.3,12,6.8,10,9.4,94.2,0.003,100,4.17,rain,0,0,20.2,11.2,285.8,1013.6,89.6,4.6,34,2.9,2,,2021-02-07T07:31:48,2021-02-07T17:53:32,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E3486,16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-08,17,10,12.4,17,9.1,12.4,9.8,85.1,4.943,100,8.33,rain,0,0,49.7,25.9,251,1004.4,66.6,7.2,47.6,4.2,3,,2021-02-08T07:30:40,2021-02-08T17:54:46,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E3486,16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-09,19,8,13.8,19,5.7,13.2,7.2,66.5,0.047,100,8.33,rain,0,0,41.8,24.1,142.2,1009.2,51.3,10,87.8,7.6,5,,2021-02-09T07:29:30,2021-02-09T17:55:59,0.91,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"E3486,16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-10,18,7,12.5,18,4.5,11.8,6.8,70.4,0.117,100,4.17,rain,0,0,23.4,22.3,125.4,1011.7,29,10,78.6,6.9,3,,2021-02-10T07:28:19,2021-02-10T17:57:13,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E3486,16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-11,20,9,14.6,20,4.8,13.9,5.9,56.6,0.004,100,4.17,rain,0,0,63,44.6,93.4,1006.5,39,10,66.8,5.6,3,,2021-02-11T07:27:06,2021-02-11T17:58:26,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"E3486,16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-12,8,4,5.8,5,-1.8,1.5,-5.1,45.8,0,0,0,,0,0,70.6,42.5,344.1,1019.6,24.4,10,135.9,11.9,6,,2021-02-12T07:25:52,2021-02-12T17:59:39,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3486,F4421,LGTS"
Thesalloniki,2021-02-13,4,-0.1,1.6,3,-6.8,-4,-3.6,70.5,0.119,100,4.17,"rain,snow",3.2,0.6,19.4,37.1,335.9,1025.3,68.5,6.5,35.1,3,1,,2021-02-13T07:24:37,2021-02-13T18:00:52,0.05,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"E3486,16606099999,16618199999,16622099999,F4421,LGTS,E1514"
Thesalloniki,2021-02-14,-0.9,-3,-1.4,-6.2,-10.4,-8.2,-3.6,84.7,0.515,100,12.5,"rain,snow",6.2,3.5,37.1,38.9,335.3,1024.9,100,6,37.3,3.2,2,,2021-02-14T07:23:21,2021-02-14T18:02:05,0.08,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-15,5,-1.3,1.2,1,-6.5,-3.2,-7.4,53.4,0.02,100,4.17,rain,0,1.3,44.6,24.1,338.2,1029.5,39.9,10,144.5,12.4,6,,2021-02-15T07:22:03,2021-02-15T18:03:17,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E3486,16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-16,6,-0.2,2.8,2.8,-5.1,-0.9,-7.9,46.1,0,0,0,,0,0.8,40.7,21.9,336.6,1027.1,22.1,10,142.2,12.3,6,,2021-02-16T07:20:44,2021-02-16T18:04:29,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3486,16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-17,7,-5,1.1,6.2,-9.1,-0.9,-5.2,64.7,0,0,0,,0,0.1,23,13,138,1023.6,33.4,10,142.8,12.3,6,,2021-02-17T07:19:24,2021-02-17T18:05:41,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"E3486,16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-18,14,0,8,14,-1.6,7,0.2,59.5,0,0,0,,0,0,49.7,35.3,317.5,1020.9,21.7,10,156.8,13.6,7,,2021-02-18T07:18:02,2021-02-18T18:06:53,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3486,16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-19,14,0,7.4,14,-3.9,6.2,1.8,69.5,0,0,0,,0,0,23.8,16.6,122.7,1026.8,13.3,10,152.2,13.3,7,,2021-02-19T07:16:40,2021-02-19T18:08:04,0.25,Clear,Clear conditions throughout the day.,clear-day,"E3486,16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-20,13,6.3,9.5,13,4.8,8.6,6.2,80.2,0.3,100,12.5,rain,0,0.2,17.6,13,317.3,1027,58.1,10,80.8,7,6,,2021-02-20T07:15:17,2021-02-20T18:09:15,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E3486,F4421,LGTS,remote"
Thesalloniki,2021-02-21,13,5,9.4,13,2.8,8.9,5.9,79.6,0.1,100,4.17,rain,0,0.3,17.3,16.6,178.5,1030.7,50.4,10,116,10.1,5,,2021-02-21T07:13:52,2021-02-21T18:10:26,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-22,14.1,3,7.4,14.1,0.4,6.3,4.5,83.3,0,0,0,,0,0,18.6,13,135.2,1031.3,45.7,8.9,150,13,6,,2021-02-22T07:12:27,2021-02-22T18:11:36,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-23,19,1.9,8.9,19,-0.7,8.1,3.8,74,0,0,0,,0,0,27.7,13,144,1030.9,19.5,8.8,163.2,14.2,7,,2021-02-23T07:11:00,2021-02-23T18:12:46,0.37,Clear,Clear conditions throughout the day.,clear-day,"E3486,16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-24,20,4,11,20,1.6,10.5,5.4,72,0,0,0,,0,0,27.7,20.4,143.9,1031.9,9.2,10,153.2,13.4,7,,2021-02-24T07:09:33,2021-02-24T18:13:56,0.41,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-25,18,4.9,10.1,18,3.2,9.5,5.9,77.2,0,0,0,,0,0,22.3,12.7,117.5,1033.6,22,8.9,142.9,12.4,6,,2021-02-25T07:08:05,2021-02-25T18:15:05,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-26,16.1,4.9,9.8,16.1,3.6,9.1,5.4,75.1,0,0,0,,0,0,14.8,13,99.9,1028.5,24.6,10,161.2,13.9,7,,2021-02-26T07:06:36,2021-02-26T18:16:14,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999,E1514"
Thesalloniki,2021-02-27,19,4,10.6,19,2.4,10.1,5.5,73,0,0,0,,0,0,40.7,18.3,55.2,1020.5,8.7,10,308.2,26.6,7,,2021-02-27T07:05:06,2021-02-27T18:17:23,0.5,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-02-28,14,4,10,14,1.6,9.4,4,68,0.388,100,4.17,rain,0,0,51.8,36.7,351.5,1027.1,35.9,9.5,59.7,5.1,5,,2021-02-28T07:03:36,2021-02-28T18:18:32,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-03-01,15,1,8,15,-0.7,6.9,1.3,66.6,0,0,0,,0,0,32.2,18.4,149.1,1027.5,17.5,9.9,169.9,14.7,7,,2021-03-01T07:02:04,2021-03-01T18:19:40,0.57,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999,remote"
Thesalloniki,2021-03-02,14,4.8,8.9,14,2,7.7,1.6,62,0,0,0,,0,0,28.5,18.4,152.1,1031.6,28.2,10,163.1,14.1,7,,2021-03-02T07:00:32,2021-03-02T18:20:48,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-03-03,18,1,9.1,18,-0.6,8.1,-0.7,55.2,0,0,0,,0,0,22.7,14.5,63.9,1029.8,0.1,10,173.1,14.8,7,,2021-03-03T06:59:00,2021-03-03T18:21:56,0.64,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-03-04,17,3,9,17,0.1,8.1,3.1,67.1,0,0,0,,0,0,20.2,18.4,121.1,1023.8,4.6,10,174.5,14.9,7,,2021-03-04T06:57:26,2021-03-04T18:23:03,0.68,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-03-05,16.1,2,9.4,16.1,0.4,8.8,4.8,74.5,0,0,0,,0,0,18.4,13,145.4,1017,15.5,10,165.8,14.3,7,,2021-03-05T06:55:52,2021-03-05T18:24:10,0.72,Clear,Clear conditions throughout the day.,clear-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-03-06,15,6,10.5,15,4.6,9.5,3.2,62.5,0,0,0,,0,0,48.2,37.1,345.1,1020.1,32,10,110.5,9.5,6,,2021-03-06T06:54:18,2021-03-06T18:25:17,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS"
Thesalloniki,2021-03-07,10,6,8.3,9.6,3.9,6.6,2.5,68,0.367,100,8.33,rain,0,0,23.8,31.7,2.9,1025.8,64.6,9.9,43.3,3.8,3,,2021-03-07T06:52:43,2021-03-07T18:26:23,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-03-08,15,5,9.8,15,3.3,9.3,5.3,74.6,0,0,0,,0,0,17.4,15.2,224.5,1017.7,52.7,9.9,169,14.4,7,,2021-03-08T06:51:07,2021-03-08T18:27:29,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999,E1514"
Thesalloniki,2021-03-09,13,7,9.8,13,6.2,9.5,7.6,86.9,0.932,100,8.33,rain,0,0,24.1,18.4,108.3,1016.4,59.8,9.9,55.3,4.6,4,,2021-03-09T06:49:31,2021-03-09T18:28:35,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-03-10,13,7.9,10.8,13,4,10.2,7.6,81.4,0.434,100,16.67,rain,0,0,36,28.8,342,1011.6,77.7,9.9,37.8,3.4,2,,2021-03-10T06:47:55,2021-03-10T18:29:41,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-03-11,11,2,6.9,11,-0.7,3.3,0,62.9,2.034,100,4.17,rain,0,0,43.2,40.7,337.8,1017.6,50,9.9,95.4,8.1,5,,2021-03-11T06:46:18,2021-03-11T18:30:47,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-03-12,13,0,6.6,13,-1.5,5.5,1.9,73.5,0,0,0,,0,0,22,16.6,158.3,1020.9,29,10,176.8,15.2,7,,2021-03-12T06:44:41,2021-03-12T18:31:52,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999,remote"
Thesalloniki,2021-03-13,15.1,5,9.6,15.1,2.8,9,6.3,80.3,0,0,0,,0,0,18.7,13,103.7,1017.2,34.2,10,158.1,13.6,7,,2021-03-13T06:43:03,2021-03-13T18:32:57,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-03-14,16,5,10.8,16,4,10.5,8.3,85,0,0,0,,0,0,23.4,14.8,45,1012.6,34.2,9.4,180.1,15.6,8,,2021-03-14T06:41:26,2021-03-14T18:34:02,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
Thesalloniki,2021-03-15,17,8.9,12.3,17,5.3,11.7,6.8,71.6,0.163,100,4.17,rain,0,0,39.2,29.5,339.2,1000.7,50.5,10,93.4,8.2,7,,2021-03-15T06:39:47,2021-03-15T18:35:06,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999,remote"
Thesalloniki,2021-03-16,12,8,10.2,12,4.6,8,0.5,51.4,0.18,100,8.33,rain,0,0,61.2,42.5,331.8,1002.4,40.7,10,132.2,11.5,7,,2021-03-16T06:38:09,2021-03-16T18:36:11,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16606099999,16618199999,16622099999,F4421,LGTS,13597099999"
