name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Corfu Greece,2021-07-03,32,24,27.4,32.4,24,27.7,16,51,0,0,0,,0,0,38.9,33.5,296.8,1011,14.8,10,318.4,27.7,9,,2021-07-03T06:17:35,2021-07-03T21:11:34,0.78,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-04,31,21,26.5,33.7,21,27.3,18,60,0,0,0,,0,0,35.3,31.7,246.3,1011.1,13.5,10,334.8,28.9,9,,2021-07-04T06:18:08,2021-07-04T21:11:22,0.81,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-05,30,20,25.8,31.5,20,26.5,19.2,68.4,0,0,0,,0,0,31.3,25.9,250.4,1008.3,41,10,309.3,26.7,9,,2021-07-05T06:18:41,2021-07-05T21:11:08,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-06,35,17.7,28.2,39.5,17.7,30.2,20.4,64.3,0,0,0,,0,0,31,20.5,285.6,1008.5,18.6,10,326.2,28.2,9,,2021-07-06T06:19:16,2021-07-06T21:10:52,0.88,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-07,35,23,28.8,38.2,23,30.5,19.7,58.8,0,0,0,,0,0,19.4,11.2,178.8,1011.5,15,10,326.1,28,9,,2021-07-07T06:19:52,2021-07-07T21:10:35,0.91,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-08,35,23,29.4,38.2,23,31.5,21.2,63.5,0,0,0,,0,0,18,13,86.7,1014.4,21.5,10,318.6,27.5,9,,2021-07-08T06:20:30,2021-07-08T21:10:15,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-09,34,19,28.5,39.3,19,30.9,22.1,69.9,0,0,0,,0,0,19.8,14.8,148.1,1014.2,10.6,10,324.6,27.9,9,,2021-07-09T06:21:08,2021-07-09T21:09:53,0.98,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-10,33,24,28.7,39.2,24,32,23.2,73.5,0.006,100,4.17,rain,0,0,16.6,14.8,111.5,1010.8,25.7,9.8,321.8,27.7,9,,2021-07-10T06:21:48,2021-07-10T21:09:30,0,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-11,33,24,28.8,39.2,24,31.4,21.1,63.6,0.001,100,4.17,rain,0,0,16.9,25.9,251.1,1009.4,19.9,10,309,26.6,9,,2021-07-11T06:22:29,2021-07-11T21:09:04,0.05,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-12,35,23,29,38.5,23,30.5,20.4,62.2,0,0,0,,0,0,26.3,20.5,272.5,1010.5,26.1,10,327.7,28.1,9,,2021-07-12T06:23:11,2021-07-12T21:08:37,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-13,34,22,28,35.1,22,28.6,18.7,60,0,0,0,,0,0,20.2,18.4,193.3,1011.3,7.1,10,325.7,28.1,9,,2021-07-13T06:23:53,2021-07-13T21:08:08,0.12,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-14,35,22,28.4,40.6,22,30.2,20.5,64.2,0,0,0,,0,0,21.2,18.4,210.7,1011.3,0,10,328.2,28.3,9,,2021-07-14T06:24:37,2021-07-14T21:07:36,0.15,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-15,34,23,28,37,23,29.1,18.5,57.7,0,0,0,,0,0,31.7,24.1,285.3,1010.3,15.8,10,317.5,27.3,9,,2021-07-15T06:25:22,2021-07-15T21:07:03,0.19,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-16,34,22,27.9,34.5,22,28.4,18.3,59,0,0,0,,0,0,36.7,29.5,285.5,1008.7,8.7,10,328.9,28.3,9,,2021-07-16T06:26:07,2021-07-16T21:06:28,0.22,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,remote,16641099999"
Corfu Greece,2021-07-17,32,22,26.9,32.4,22,27.2,17.8,59.3,0,0,0,,0,0,31,24.1,261.3,1005.5,11.4,10,329.2,28.5,9,,2021-07-17T06:26:53,2021-07-17T21:05:52,0.25,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-18,30,21,26.1,31.9,21,26.9,19.9,70.2,0,0,0,,0,0,22.7,16.6,172.3,1002.7,24.5,10,293.1,25.3,9,,2021-07-18T06:27:40,2021-07-18T21:05:13,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-19,30,21,25.5,32.5,21,26.2,19,68.1,0.017,100,4.17,rain,0,0,19.1,18.4,225.1,1005.3,40.3,10,299.7,25.9,8,,2021-07-19T06:28:28,2021-07-19T21:04:32,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-20,32,21,26.5,33.7,21,27.4,19.9,68.7,0.002,100,4.17,rain,0,0,24.5,20.5,264.3,1008.8,16.5,10,305.7,26.6,9,,2021-07-20T06:29:17,2021-07-20T21:03:50,0.37,Rain,Clear conditions throughout the day with early morning rain.,rain,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-21,34,22,27.9,36.5,22,28.7,18.9,61,0,0,0,,0,0,36.4,31.7,276.8,1010.8,12.2,10,304.2,26.2,9,,2021-07-21T06:30:06,2021-07-21T21:03:06,0.4,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-22,34,22,28.3,35.1,22,28.8,18.2,56.3,0,0,0,,0,0,32,18.4,249.5,1010.4,18.1,10,322.9,27.9,9,,2021-07-22T06:30:56,2021-07-22T21:02:20,0.44,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-23,32,22,27.4,33.5,22,27.8,17.2,56.5,0,0,0,,0,0,20.5,24.1,249,1011.4,30.5,10,283.8,24.7,8,,2021-07-23T06:31:46,2021-07-23T21:01:33,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-24,33,20,27.2,34,20,27.4,14.2,45.4,0,0,0,,0,0,19.8,24.1,270,1011.2,13.9,10,302.9,26.3,8,,2021-07-24T06:32:37,2021-07-24T21:00:44,0.5,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-25,33,21,27.6,33.4,21,28.1,17.6,56.6,0,0,0,,0,0,20.2,24.1,229.2,1012.7,3.6,10,317.7,27.4,9,,2021-07-25T06:33:29,2021-07-25T20:59:53,0.54,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-26,35,22,28.2,36.9,22,29.1,18.6,58.1,0,0,0,,0,0,17.6,18.4,204.9,1014.9,4.8,10,312.1,26.8,9,,2021-07-26T06:34:21,2021-07-26T20:59:00,0.57,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-27,36,22,28.9,44.9,22,33,20.8,62.8,0,0,0,,0,0,19.8,18.3,235.9,1015.5,1.8,10,314.6,27.1,9,,2021-07-27T06:35:13,2021-07-27T20:58:06,0.61,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-28,37,22,30,51.5,22,36.9,23.8,69.8,0,0,0,,0,0,16.9,16.6,351.8,1013.4,10.3,10,313.9,27,9,,2021-07-28T06:36:06,2021-07-28T20:57:10,0.64,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-29,39,24,31.2,45.8,24,34.9,22.2,60.8,0,0,0,,0,0,23.8,13,267.5,1011.7,18.2,10,318.9,27.5,9,,2021-07-29T06:37:00,2021-07-29T20:56:13,0.67,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-30,39,23,31.1,45.8,23,33.8,21,57.5,0,0,0,,0,0,22,13,180.4,1009.9,1.1,10,318.3,27.5,9,,2021-07-30T06:37:53,2021-07-30T20:55:14,0.7,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-07-31,38,23,30.8,52.8,23,35.8,22.5,61.9,0,0,0,,0,0,25.6,22.3,258.1,1008,0,10,320.1,27.4,9,,2021-07-31T06:38:47,2021-07-31T20:54:14,0.75,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-01,38,16.5,29.8,52.8,16.5,36.6,23.5,69.8,0,0,0,,0,0,20.2,13,220.7,1009.3,0,10,314.4,27.1,9,,2021-08-01T06:39:41,2021-08-01T20:53:12,0.77,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-02,37,24,30.5,51.5,24,37.1,24.6,71.4,0,0,0,,0,0,19.4,11.2,275.7,1010.5,0.8,10,309.3,26.6,9,,2021-08-02T06:40:36,2021-08-02T20:52:08,0.8,Clear,Clear conditions throughout the day.,clear-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-08-03,38,24,31.5,48.9,24,36.3,22.9,61.5,0,0,0,,0,0,34.6,24.1,283.5,1012.3,2.3,10,310.8,26.8,9,,2021-08-03T06:41:31,2021-08-03T20:51:03,0.83,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-04,39,25,31.8,54.2,25,38,23.9,64.2,0,0,0,,0,0,21.6,14.8,204.4,1012.8,7.8,10,308.3,26.7,9,,2021-08-04T06:42:26,2021-08-04T20:49:57,0.86,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-05,35,23,29.1,41.9,23,31.5,21.2,64.1,0,0,0,,0,0,40.7,22.3,141.5,1010.6,18.2,10,308,26.7,9,,2021-08-05T06:43:21,2021-08-05T20:48:49,0.9,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-06,32,25,28.5,32.9,25,29.3,19.5,60.8,0,0,0,,0,0,33.1,29.5,271.7,1006.1,24.7,10,284.9,24.6,8,,2021-08-06T06:44:16,2021-08-06T20:47:40,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-07,35,22,28.4,33.7,22,28,15.5,49.7,0,0,0,,0,0,27.7,18.4,264.9,1008.5,0,10,312.7,27.2,9,,2021-08-07T06:45:12,2021-08-07T20:46:30,0.96,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-08,34,21,27.4,43.5,21,29.7,20.9,68.6,0,0,0,,0,0,22,20.5,208.7,1013.1,5.4,10,305,26.5,9,,2021-08-08T06:46:08,2021-08-08T20:45:18,0,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-09,34,22,27.9,38.2,22,30,21.4,69.2,0,0,0,,0,0,24.5,22.3,190.2,1015.8,7.5,10,299.1,25.8,9,,2021-08-09T06:47:03,2021-08-09T20:44:06,0.03,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-10,35,23,29,40.6,23,31.6,22.3,68.8,0,0,0,,0,0,42.5,14.8,347.5,1014.5,18.7,10,294.4,25.5,9,,2021-08-10T06:47:59,2021-08-10T20:42:51,0.06,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-11,34,25,29.3,40.6,25,32.9,23.3,71.6,0,0,0,,0,0,29.5,18.4,169.1,1011.3,28.5,10,291.8,25.3,8,,2021-08-11T06:48:55,2021-08-11T20:41:36,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-12,38,26,31.5,36.9,26,32.2,17.8,50.7,0,0,0,,0,0,27.7,33.5,257.8,1012.2,17.1,10,284.4,24.5,9,,2021-08-12T06:49:51,2021-08-12T20:40:20,0.14,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-13,36,24,29.8,38.2,24,31.5,20.4,59,0,0,0,,0,0,17.6,13,138.6,1016.3,26.7,10,265.7,22.9,8,,2021-08-13T06:50:47,2021-08-13T20:39:02,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-14,35,24,29.1,36.9,24,30.1,19.6,59.2,0,0,0,,0,0,22.7,16.6,225.8,1016.1,19.4,10,274.3,23.6,8,,2021-08-14T06:51:44,2021-08-14T20:37:43,0.21,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-15,34,23,28.6,37,23,29.8,20,62.7,0,0,0,,0,0,20.9,16.6,208.1,1014.3,10.2,10,277.2,24,8,,2021-08-15T06:52:40,2021-08-15T20:36:23,0.25,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-16,34,23,28.5,39.2,23,30.7,21,64.8,0,0,0,,0,0,20.9,14.8,229.9,1012.8,18.2,10,284,24.7,9,,2021-08-16T06:53:36,2021-08-16T20:35:03,0.28,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-17,34,23,28.1,37.3,23,30.1,21.7,70.4,0,0,0,,0,0,22,16.5,168.3,1010.6,13.1,10,287.3,24.9,9,,2021-08-17T06:54:32,2021-08-17T20:33:41,0.32,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-18,33,25,28.8,37,25,30.8,22,68.9,0,0,0,,0,0,23.4,22.3,169.8,1008,21.5,9.7,283.6,24.4,9,,2021-08-18T06:55:28,2021-08-18T20:32:18,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-19,34,24,29.2,36.5,24,29.6,18.5,56.2,0,0,0,,0,0,28.8,24.1,276.9,1007.5,13.9,10,277.7,24,9,,2021-08-19T06:56:24,2021-08-19T20:30:54,0.39,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-20,35,23,28.5,34.1,23,28.4,15.3,48.2,0,0,0,,0,0,37.1,25.9,278.2,1010.5,20.3,10,283.8,24.5,9,,2021-08-20T06:57:20,2021-08-20T20:29:29,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-21,33,22,27.6,31.9,22,27.4,12.9,41.7,0,0,0,,0,0,30.6,27.7,288.7,1013,12.3,10,281.7,24.4,9,,2021-08-21T06:58:16,2021-08-21T20:28:04,0.46,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-22,33,21,27.4,32.6,21,27.4,16.7,55.1,0,0,0,,0,0,24.5,27.7,248,1014,11.7,10,269.1,23.2,9,,2021-08-22T06:59:12,2021-08-22T20:26:37,0.5,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-23,34,22,27.8,35.3,22,28.5,18.7,60,0,0,0,,0,0,22,11.2,129.7,1012.9,11.8,10,276.5,23.9,9,,2021-08-23T07:00:08,2021-08-23T20:25:10,0.53,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-24,33,22,27.5,33.3,22,27.9,18,59.1,0,0,0,,0,0,20.5,18.4,227.5,1010.9,8,10,276,23.9,8,,2021-08-24T07:01:04,2021-08-24T20:23:42,0.56,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-25,32,21,26.9,34.1,21,27.9,19.2,63.9,0,0,0,,0,0,20.9,14.8,215.3,1011.3,31.1,10,270.2,23.3,8,,2021-08-25T07:02:00,2021-08-25T20:22:13,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-26,30,24,26.3,34.5,24,27.4,21.2,74.1,0.012,100,4.17,rain,0,0,35.6,18.4,137.3,1010.2,67.7,9.9,208.1,17.8,7,,2021-08-26T07:02:56,2021-08-26T20:20:43,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-27,31,22,26,32.5,22,26.8,20.1,71.3,1.005,100,8.33,rain,0,0,37.1,14.8,198.4,1008.9,39,10,235.2,20.4,8,,2021-08-27T07:03:52,2021-08-27T20:19:13,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-28,30,20,25.7,32.5,20,26.8,20,71.8,0,0,0,,0,0,21.2,18.4,161.5,1009.1,41.3,10,263,22.6,8,,2021-08-28T07:04:48,2021-08-28T20:17:42,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-29,31,16,25.8,32,16,26,18.3,65.7,0,0,0,,0,0,29.5,18.4,266.6,1007.6,40.7,10,258.4,22.4,8,,2021-08-29T07:05:43,2021-08-29T20:16:10,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-30,30,15,25,29.4,15,24.8,14.5,55.3,0,0,0,,0,0,40,27.7,277.8,1010.3,23.7,10,275.3,23.7,9,,2021-08-30T07:06:39,2021-08-30T20:14:38,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-08-31,31,20,25.5,29.8,20,25,11,43.4,0,0,0,,0,0,29.9,24.1,256.5,1013.5,7.1,10,273.2,23.5,9,,2021-08-31T07:07:35,2021-08-31T20:13:05,0.79,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-01,31,13,24.8,30.6,13,24.5,12.4,48.2,0,0,0,,0,0,42.8,31.7,289,1014,6.7,10,265.8,23,8,,2021-09-01T07:08:30,2021-09-01T20:11:32,0.82,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-02,30,20,25.3,30.3,20,25,14.1,52.4,0,0,0,,0,0,43.9,29.5,297.2,1015.2,14.5,10,267.1,23.2,8,,2021-09-02T07:09:26,2021-09-02T20:09:58,0.85,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-03,30,18,24.3,29.4,18,24.2,14.4,56.2,0,0,0,,0,0,32,20.5,146,1015.9,8.7,10,260.3,22.4,8,,2021-09-03T07:10:21,2021-09-03T20:08:23,0.88,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-04,28,19,23.3,28.5,19,23.5,15.8,63.3,0,0,0,,0,0,23.4,16.6,241.8,1013.8,47.8,10,198.1,17.3,7,,2021-09-04T07:11:17,2021-09-04T20:06:48,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-05,30,19,24.2,30.4,19,24.3,16.3,63.8,0.002,100,4.17,rain,0,0,19.4,14.7,174,1013.2,39.3,10,197.5,17.1,7,,2021-09-05T07:12:12,2021-09-05T20:05:13,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-06,30,17,25.3,29,17,25.2,15.5,56.9,0,0,0,,0,0,144,20.5,216.8,1015.3,45.3,10,240.3,20.9,8,,2021-09-06T07:13:07,2021-09-06T20:03:37,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-07,29,18,24.2,28,18,23.9,12.6,52.5,0,0,0,,0,0,180,20.5,299.7,1017,34.5,10,213.6,18.5,7,,2021-09-07T07:14:03,2021-09-07T20:02:01,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-08,26,22,23.8,26,22,23.8,12.1,48.2,0.201,100,4.17,rain,0,0,35.3,16.6,77.5,1016.3,70,10,189.4,16.4,6,,2021-09-08T07:14:58,2021-09-08T20:00:25,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-09,25,17,21.1,25,17,21.1,15.3,70.3,0.299,100,4.17,rain,0,0,20.2,13,264.2,1015.8,63.6,9.9,178.6,15.4,6,,2021-09-09T07:15:54,2021-09-09T19:58:48,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-10,27,16,21.8,27.5,16,21.9,15.5,69.2,0,0,0,,0,0,20.5,14.8,216.8,1016.3,29.7,10,227.4,19.5,7,,2021-09-10T07:16:49,2021-09-10T19:57:11,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-11,28,18,22.6,28.9,18,22.8,16.7,70.8,0,0,0,,0,0,16.9,13,191.6,1014.6,53.4,10,195.2,17.1,7,,2021-09-11T07:17:44,2021-09-11T19:55:33,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-12,24,20,22.2,24,20,22.2,17.4,74.3,0.301,100,4.17,rain,0,0,27.4,14.7,285.5,1011.5,96.2,10,59.9,5.1,2,,2021-09-12T07:18:40,2021-09-12T19:53:56,0.19,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-13,31,18,23.9,30.6,18,23.8,16.3,66.4,0,0,0,,0,0,24.8,22.3,251.9,1011.8,50,10,216.3,18.7,8,,2021-09-13T07:19:35,2021-09-13T19:52:18,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-14,31,18,24.3,32.4,18,24.3,15,59.8,0,0,0,,0,0,23,18.4,268.5,1013.5,6.6,10,239,20.8,8,,2021-09-14T07:20:31,2021-09-14T19:50:40,0.26,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-15,30,18,23.5,31.3,18,24,16,63.6,0,0,0,,0,0,19.1,14.8,344.6,1015.7,18.4,10,239.9,20.6,8,,2021-09-15T07:21:26,2021-09-15T19:49:02,0.3,Clear,Clear conditions throughout the day.,clear-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-16,29,18,23.3,32,18,23.9,19.4,79.7,0,0,0,,0,0,17.3,11.2,146.6,1017,32.8,10,217.8,18.9,7,,2021-09-16T07:22:22,2021-09-16T19:47:23,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-17,30,19,23.9,30.8,19,24.3,18.8,74.2,0,0,0,,0,0,24.8,20.5,129.5,1015.2,40.2,10,221.8,19.1,7,,2021-09-17T07:23:17,2021-09-17T19:45:45,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-18,28,24,25.4,31.2,24,26.2,21.4,78.6,0.2,100,4.17,rain,0,0,37.8,20.5,124.9,1013.7,73.2,9.4,193.8,16.8,7,,2021-09-18T07:24:13,2021-09-18T19:44:07,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-19,29,22,25.5,32,22,26.5,21.7,80.3,0,0,0,,0,0,35.6,20.5,131.1,1013.4,50.3,10,188.6,16.2,6,,2021-09-19T07:25:09,2021-09-19T19:42:28,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-20,31,25,26.8,34.5,25,28.1,22.5,78.2,0,0,0,,0,0,29.5,25.9,150.5,1013.5,46.1,10,204.6,17.8,7,,2021-09-20T07:26:05,2021-09-20T19:40:50,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-21,30,21,24.3,31.3,21,24.6,19.3,75.1,1.997,100,4.17,rain,0,0,25.2,16.6,245.1,1016.5,38.4,10,201.1,17.5,7,,2021-09-21T07:27:01,2021-09-21T19:39:11,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LGKR,13625099999,LGIO,16642099999,16641099999"
Corfu Greece,2021-09-22,28,20,23,27.8,20,23.1,14.1,58.1,0,0,0,,0,0,49.3,33.5,295,1016.5,30.7,10,225.5,19.5,8,,2021-09-22T07:27:57,2021-09-22T19:37:33,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,16641099999"
