name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Corfu Greece,2021-01-21,14,3,10.3,14,3,10.2,8,86.5,22.382,100,16.67,rain,0,0,32.8,20.5,146.9,1025.3,87.1,9.4,53,4.6,2,,2021-01-21T07:56:28,2021-01-21T17:47:23,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-01-22,17,7,13.8,17,7,13.8,9,74.3,3.014,100,16.67,rain,0,0,44.3,20.5,179.8,1021.2,64.7,10,88,7.5,4,,2021-01-22T07:55:52,2021-01-22T17:48:32,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-01-23,15,8,12,15,6.4,11.7,9.6,86.2,30.097,100,16.67,rain,0,0,55.8,44.6,174.5,1012.1,80.6,8.2,14.9,1.2,1,,2021-01-23T07:55:14,2021-01-23T17:49:42,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-01-24,15,5,11.2,15,5,11.1,8,82.3,12.999,100,16.67,rain,0,0,76,37,164.8,1008,82.6,9.3,63.7,5.5,4,,2021-01-24T07:54:33,2021-01-24T17:50:52,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-01-25,16,7,12.2,16,4.3,11.7,6.7,71.2,18.069,100,8.33,rain,0,0,77.4,27.7,221,1006.7,69.6,10,114.5,9.9,5,,2021-01-25T07:53:51,2021-01-25T17:52:03,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-01-26,15,6,10.8,15,4.7,9.6,6.9,77.7,6.026,100,16.67,rain,0,0,62.3,38.9,273.8,1004.8,72.4,9.8,24.4,2.1,1,,2021-01-26T07:53:07,2021-01-26T17:53:14,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LGKR,LGIO,13625099999,16642099999,remote,16641099999"
Corfu Greece,2021-01-27,11,5,8.6,11,1.5,5.6,-4.4,41.3,0,0,0,,0,0,68,47.9,322.6,1009.8,30.2,10,134.9,11.6,5,,2021-01-27T07:52:21,2021-01-27T17:54:25,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,remote,16641099999"
Corfu Greece,2021-01-28,12,-2,7.6,12,-2,6.3,-3.3,48.3,0,0,0,,0,0,43.9,26.3,317.1,1014.8,31.2,10,136.9,11.9,5,,2021-01-28T07:51:33,2021-01-28T17:55:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,remote,16641099999"
Corfu Greece,2021-01-29,14,-2,9.1,14,-2,8.7,5.1,76.4,0.301,100,4.17,rain,0,0,40,20.5,127.1,1012.7,85.3,10,54.6,4.7,2,,2021-01-29T07:50:44,2021-01-29T17:56:47,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-01-30,18,8,13.9,18,7.4,13.8,8.7,72.4,0.128,100,8.33,rain,0,0,47.5,38.9,282.3,1003.9,40.8,10,119.9,10.3,5,,2021-01-30T07:49:53,2021-01-30T17:57:59,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-01-31,16,2,12,16,2,11.9,8.9,82.4,39.941,100,4.17,rain,0,0,61.2,44.6,139,1003.4,71.8,9.2,44.9,3.7,2,,2021-01-31T07:49:00,2021-01-31T17:59:10,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-02-01,18,8,14.1,18,6.4,14,9.6,75.4,7.048,100,16.67,rain,0,0,40.7,27.7,182.5,1003,47.9,10,84,7.3,3,,2021-02-01T07:48:05,2021-02-01T18:00:22,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LGKR,LGIO,13625099999,16642099999,remote,16641099999"
Corfu Greece,2021-02-02,15,8,12.2,15,6,12.1,10.3,89.1,9.907,100,16.67,rain,0,0,36,16.6,121.2,1009.8,68.2,9.5,72.3,6.2,3,,2021-02-02T07:47:08,2021-02-02T18:01:34,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-02-03,19,4,10.8,19,4,10.8,8.5,87.3,0,0,0,,0,0,19.4,9.4,166,1017.5,39.4,10,134.9,11.6,5,,2021-02-03T07:46:10,2021-02-03T18:02:45,0.7,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-02-04,16,2,9.8,16,2,9.8,8.3,90.7,0,0,0,,0,0,26.3,13,133,1020.2,45.5,9.4,106.6,9.4,4,,2021-02-04T07:45:11,2021-02-04T18:03:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-02-05,18,3,11.8,18,3,11.8,9.4,86.4,0,0,0,,0,0,28.4,14.8,135.4,1020.6,71.2,9,114.9,10,5,,2021-02-05T07:44:09,2021-02-05T18:05:08,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-02-06,20,1,12.9,20,1,12.9,10.2,85.2,0,0,0,,0,0,32.4,21.6,126.8,1018.7,40,10,130.1,11.3,5,,2021-02-06T07:43:07,2021-02-06T18:06:20,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,remote,16641099999"
Corfu Greece,2021-02-07,18,8,14.5,18,8,14.5,10,75.8,0,0,0,,0,0,53.6,44.6,136.2,1013.1,34,10,104,9.1,5,,2021-02-07T07:42:02,2021-02-07T18:07:31,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,remote,16641099999"
Corfu Greece,2021-02-08,17,12,14.6,17,12,14.6,10.6,77.1,3.012,100,8.33,rain,0,0,68.4,50,157.4,1004.3,90.2,9.1,82,7.2,3,,2021-02-08T07:40:57,2021-02-08T18:08:42,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-02-09,16,13,14.6,16,13,14.6,10.6,77.3,0.734,100,12.5,rain,0,0,55.4,35.3,196.5,1011.3,67.4,9.7,64.5,5.4,3,,2021-02-09T07:39:49,2021-02-09T18:09:53,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LGKR,13625099999,LGIO,16642099999,remote,16641099999"
Corfu Greece,2021-02-10,18.9,7,12.8,18.9,7,12.8,9.8,83,0.015,100,4.17,rain,0,0,45,33.5,153.8,1014,53,10,140,12,6,,2021-02-10T07:38:41,2021-02-10T18:11:04,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-02-11,15.6,10,12.6,15.6,10,12.6,9.5,81.6,21.9,100,58.33,rain,0,0,55.4,37.1,217.1,1009.4,78,9.5,77.2,6.7,3,,2021-02-11T07:37:31,2021-02-11T18:12:15,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LGKR,LGIO,16642099999,remote"
Corfu Greece,2021-02-12,18.9,4,12,18.9,4,11.8,5.9,68.2,0,0,0,,0,0,42.5,30.2,301.8,1018.5,46.7,10,138.1,12,5,,2021-02-12T07:36:20,2021-02-12T18:13:25,0.02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"LGKR,LGIO,remote"
Corfu Greece,2021-02-13,12.4,5,9.7,12.4,5,9.5,7.5,86.9,45.949,100,8.33,rain,0,0.1,45.4,37.1,127,1016.5,95.9,7.2,18.5,1.7,1,,2021-02-13T07:35:07,2021-02-13T18:14:35,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LGKR,LGIO,13625099999,16642099999,remote,16641099999"
Corfu Greece,2021-02-14,8,1.1,5.6,4.8,-1.5,1.7,-0.7,65.7,11.025,100,12.5,rain,0,0,51.8,35.3,295.2,1015.5,67.5,10,93.7,8.2,5,,2021-02-14T07:33:53,2021-02-14T18:15:45,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LGKR,LGIO,13625099999,16642099999,remote,16641099999"
Corfu Greece,2021-02-15,9,-2,5.1,6.5,-7.8,1.3,-8.3,41.3,0.3,100,8.33,rain,0,0,76,29.5,20.9,1024.4,44.7,10,161.1,13.9,6,,2021-02-15T07:32:38,2021-02-15T18:16:55,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LGKR,13625099999,LGIO,16642099999,remote,16641099999"
Corfu Greece,2021-02-16,12,0,6.8,12,-5,5,-7.9,37,0,0,0,,0,0,37.1,24.1,338.2,1025.3,6.8,10,173.5,14.9,6,,2021-02-16T07:31:22,2021-02-16T18:18:04,0.15,Clear,Clear conditions throughout the day.,clear-day,"LGKR,LGIO,13625099999,16642099999,remote,16641099999"
Corfu Greece,2021-02-17,14,-5,6.5,14,-5,6.4,-1.5,58.7,0,0,0,,0,0,23.4,13,104.3,1022.8,28.5,10,164.5,14.2,6,,2021-02-17T07:30:05,2021-02-17T18:19:13,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,remote,16641099999"
Corfu Greece,2021-02-18,18,2,10.5,18,2,10.3,4.3,66.9,0,0,0,,0,0,28.1,16.6,298.4,1021.2,44.9,10,169.1,14.6,6,,2021-02-18T07:28:46,2021-02-18T18:20:22,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-02-19,19,-2,9.2,19,-2,9.2,4.4,74.6,0,0,0,,0,0,18,11.2,124.6,1026,16,10,162.2,14,6,,2021-02-19T07:27:27,2021-02-19T18:21:30,0.25,Clear,Clear conditions throughout the day.,clear-day,"LGKR,LGIO,13625099999,16642099999,remote,16641099999"
Corfu Greece,2021-02-20,15.9,-1,9.5,15.9,-1,9.5,6.3,81.9,0,0,0,,0,0,17.6,11.2,182,1026.9,32.5,10,126.6,10.7,5,,2021-02-20T07:26:06,2021-02-20T18:22:38,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,remote"
Corfu Greece,2021-02-21,19.9,-1,10.1,19.9,-1,10,5.2,74.9,0,0,0,,0,0,19.4,13,123.7,1027.3,21,9.8,177,15.2,6,,2021-02-21T07:24:44,2021-02-21T18:23:46,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-02-22,20,0,10.7,20,0,10.5,6.3,75.9,0,0,0,,0,0,22.3,20.5,255,1030,22.9,10,178.3,15.2,7,,2021-02-22T07:23:22,2021-02-22T18:24:54,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,remote,16641099999"
Corfu Greece,2021-02-23,19,0,10.7,19,0,10.7,6.6,78.3,0,0,0,,0,0,19.8,9.4,40.1,1029.8,6.7,9.7,182.5,15.9,7,,2021-02-23T07:21:58,2021-02-23T18:26:01,0.37,Clear,Clear conditions throughout the day.,clear-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-02-24,23,2,12.1,23,2,12.1,7.5,76.4,0,0,0,,0,0,14,13,106.6,1029.7,20.4,10,181.9,15.7,7,,2021-02-24T07:20:34,2021-02-24T18:27:08,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,remote,16641099999"
Corfu Greece,2021-02-25,22,7,13.7,22,6.8,13.6,7.1,66.5,0,0,0,,0,0,16.9,14.8,232.8,1029.9,0.2,10,185.3,16,7,,2021-02-25T07:19:09,2021-02-25T18:28:14,0.44,Clear,Clear conditions throughout the day.,clear-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-02-26,22,7,13.5,22,7,13.5,7.8,70.7,0,0,0,,0,0,13.3,13,191.8,1025.9,0,10,186,16,7,,2021-02-26T07:17:42,2021-02-26T18:29:21,0.47,Clear,Clear conditions throughout the day.,clear-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-02-27,20,7,13.6,20,7,13.6,10.7,83.8,0,0,0,,0,0,14.8,11.2,141.1,1020.6,30.7,9.1,180.2,15.6,7,,2021-02-27T07:16:15,2021-02-27T18:30:27,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,remote,16641099999"
Corfu Greece,2021-02-28,21,3,13.5,21,3,13.5,9.7,79.2,0,0,0,,0,0,15.1,14.8,217.7,1022.1,50.4,9.2,156.4,13.4,6,,2021-02-28T07:14:48,2021-02-28T18:31:32,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-03-01,19,5,13.4,19,5,13.4,8.4,72.3,0,0,0,,0,0,20.5,20.5,173.1,1024.9,52.3,10,153.1,13.3,6,,2021-03-01T07:13:19,2021-03-01T18:32:38,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-03-02,19,8,14.3,19,8,14.3,4.6,55.1,0,0,0,,0,0,33.5,20.5,161.5,1027.8,33,10,182.1,15.6,7,,2021-03-02T07:11:50,2021-03-02T18:33:43,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,remote,16641099999"
Corfu Greece,2021-03-03,22,-1,11,22,-1,10.9,5.2,70.7,0,0,0,,0,0,27,13,198.7,1029.1,5.6,10,204.4,17.6,7,,2021-03-03T07:10:20,2021-03-03T18:34:48,0.64,Clear,Clear conditions throughout the day.,clear-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-03-04,20,0,10.7,20,0,10.6,6.4,76.2,0,0,0,,0,0,13.7,13,142.9,1024.9,25.4,10,201.5,17.5,7,,2021-03-04T07:08:50,2021-03-04T18:35:52,0.68,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-03-05,16,-1,10,16,-1,10,6.3,79.1,0,0,0,,0,0,24.1,20.5,149.2,1020,38.7,10,146.4,12.6,6,,2021-03-05T07:07:19,2021-03-05T18:36:56,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-03-06,16,6,12.1,16,5.2,12,8.6,80.2,0,0,0,,0,0,24.1,11.2,141.8,1021.3,76.1,10,163.2,14,6,,2021-03-06T07:05:47,2021-03-06T18:38:00,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,remote,16641099999"
Corfu Greece,2021-03-07,20,2,10.8,20,2,10.7,7.1,79.8,0,0,0,,0,0,19.1,14.8,198.7,1021.9,25.1,10,193.1,16.8,7,,2021-03-07T07:04:15,2021-03-07T18:39:04,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-03-08,18,2,10.9,18,2,10.9,7.6,81,0,0,0,,0,0,23,14.8,136.3,1016.8,36.3,10,183.4,15.9,7,,2021-03-08T07:02:42,2021-03-08T18:40:07,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-03-09,24,0,11.9,24,0,11.8,7.4,76.6,0,0,0,,0,0,18.4,14.8,201.4,1013.2,56.7,10,204.9,17.7,7,,2021-03-09T07:01:09,2021-03-09T18:41:10,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-03-10,14,9,11.6,14,7.6,11.4,8.6,82.2,12.487,100,12.5,rain,0,0,50,22.3,272.1,1011.2,81.8,9.6,137.3,11.9,5,,2021-03-10T06:59:36,2021-03-10T18:42:13,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-03-11,15,6,11.1,15,4.8,10.4,2.6,58.6,0.001,100,4.17,rain,0,0,51.5,31.6,298,1015.5,28.2,10,214.7,18.7,8,,2021-03-11T06:58:02,2021-03-11T18:43:16,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-03-12,17,-1,10.3,17,-2.9,10.1,4.6,70.3,0,0,0,,0,0,20.5,16.6,140.3,1020.7,27.2,10,198.1,17.1,7,,2021-03-12T06:56:27,2021-03-12T18:44:18,0.96,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-03-13,17,1,12.6,17,1,12.6,7,69.4,0,0,0,,0,0,30.2,18.4,138.2,1018,53.3,10,177.2,15.3,6,,2021-03-13T06:54:53,2021-03-13T18:45:20,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-03-14,17,5,12.8,17,5,12.8,8.9,77.7,0,0,0,,0,0,27,22.3,144.4,1013.8,58.2,10,174.9,15.2,6,,2021-03-14T06:53:18,2021-03-14T18:46:22,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-03-15,14,8,11.2,14,3.7,9.8,6.6,73.9,1.015,100,12.5,rain,0,0,67,35.3,277.1,1004.8,72.5,10,165,14.3,6,,2021-03-15T06:51:42,2021-03-15T18:47:24,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LGKR,13625099999,LGIO,16642099999,remote,16641099999"
Corfu Greece,2021-03-16,15,3,10.1,15,1.7,9.4,1,57.4,11.687,100,8.33,rain,0,0,67.7,31.7,301.1,1006.2,54.8,10,219.4,19,8,,2021-03-16T06:50:07,2021-03-16T18:48:25,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LGKR,LGIO,13625099999,16642099999,16641099999"
Corfu Greece,2021-03-17,13,5,10,13,5,9.4,0,51.4,0,0,0,,0,0,59.4,40.7,308.8,1010.5,65.4,10,221,19,7,,2021-03-17T06:48:31,2021-03-17T18:49:27,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGKR,13625099999,LGIO,16642099999,remote,16641099999"
